"","origLine","wordNoToTest","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","timeToPredict","Correct"
"796","Viva la Tampa!",2,NA,NA,NA,"viva","la","la","tampa",NA,NA,NA,0.0199999999999818,TRUE
"797","it's not just him. the team can pull it off!",5,"it's","not","just","him","the","to","a","the","like","that",0.0500000000001819,TRUE
"798","In Cabo enjoying the sun, sand and surf! Went to #SammysBirthdayBash last night at the #CaboWabo and survived the craziness!",4,NA,"in","cabo","enjoying","the","the","a","my","his","and",0.0300000000002001,TRUE
"799","just wanted to be the first say welcome to New York.. Can't wait to see you on Saturday. <3 bri",8,"be","the","first","say","welcome","of","and","to","is","first",0.0399999999999636,FALSE
"800","ur eyes,ur eyes, I can see in ur eyes, ur eyes, u make me wanna die, I'll never b good enough,&everything you love will burn up in the light",13,"eyes","ur","eyes","u","make","get","have","ever","cant","it",0.0299999999997453,FALSE
"801","happy ST. Patty's day everyone!",3,NA,NA,"happy","st","patty's","day","louis","is","to","for",0.0399999999999636,FALSE
"802","#FF Back at ya!",2,NA,NA,NA,"ff","back","to","for","literary",NA,NA,0.0100000000002183,FALSE
"803","Then you clearly didn't read my AWP online diary posts.",2,NA,NA,NA,"then","you","the","i","out","to","a",0,FALSE
"804","MONEY IS ALL I KNOW",3,NA,NA,"money","is","all","a","the","to","not","that",0.0299999999997453,FALSE
"805","#askObama Ans 7. Promotes Collective Bargaining as the reason for week-ends off, minimum wage. but all have to make adjustments in this econ",12,"the","reason","for","weekends","off","the","of","a","and","me",0.0500000000001819,FALSE
"806","An ex is an ex-ample of what you shouldn't do again!!!!",7,"is","an","example","of","what","the","a","and","my","it",0.0300000000002001,FALSE
"807","The longer user generated content stays up, the better it gets, ie Wikipedia. True/false/both?",11,"up","the","better","it","gets","is","was","of","to","a",0.0499999999997272,FALSE
"808","my heart is yours ♥",4,NA,"my","heart","is","yours","a","the","to","not","that",0.0300000000002001,FALSE
"809","really? U just wanted ut cus it looked better with the phone cases then the black one;P haha",5,"really","u","just","wanted","ut","to","a","the","in","like",0.0499999999997272,FALSE
"810","Btw, and I will be out there for WWDC. Beer?",2,NA,NA,NA,"btw","and","and","thanks","i","for",NA,0,TRUE
"811","Beautiful weather this morning. Screw the jacket.",3,NA,NA,"beautiful","weather","this","forecast","is","this","too","right",0.0100000000002183,TRUE
"812","+ scaling + juice boxes = huzzah!",4,NA,"","scaling","","juice","juice",NA,NA,NA,NA,0.0199999999999818,TRUE
"813","Wishing that you could just win the lottery so you can take all the classes you want and purchase all the supplies you need.",20,"you","want","and","purchase","all","the","i","a","to","it",0.0399999999999636,FALSE
"814","Pronunciation guide for southerners ""Bordieu"" - if nothing else, try ""Bore- doo.""",2,NA,NA,NA,"pronunciation","guide","guide","for",NA,NA,NA,0.0199999999999818,TRUE
"815","Whoah what?! Sorry that was just odd cause I never see anyone with their name spelled like mine...0.0",10,"just","odd","cause","i","never","have","to","was","am","know",0.0300000000002001,FALSE
"816","for avoiding me",2,NA,NA,NA,"for","avoiding","the","a","me","and","this",0.0199999999999818,FALSE
"817","From a vision last night, Jesus is coming, His kingdom is so real, seek Jesus! all that matters is to seek Jesus today.",15,"is","so","real","seek","jesus","a","i","the","to","much",0.0399999999999636,FALSE
"818","yeah I have a problem....",5,"yeah","i","have","a","problem","of","to","lot","and","few",0.0299999999997453,FALSE
"819","Catching up on #americanidol and man my predictions are spot on! New judge next season? Give me a call. . . Lol",14,"spot","on","new","judge","next","the","york","and","a","jersey",0.0399999999999636,FALSE
"820","Stop counting pages and start counting meaningful user experiences?",8,"and","start","counting","meaningful","user","the","i","a","to","it",0.0399999999999636,FALSE
"821","that was my fav one",4,NA,"that","was","my","fav","the","a","to","is","and",0.0300000000002001,FALSE
"822","In 3 weeks I'll be done with College..... I'm really thinking about leaving Chicago.",3,NA,NA,"in","","weeks","the","a","my","his","and",0,FALSE
"823","what do u be doing down there ?",6,"do","u","be","doing","down","the","a","in","to","able",0.0500000000001819,FALSE
"824","Gonna mob either Irish or Madonna, hit me up if u wonna get ur fitness on",3,NA,NA,"gonna","mob","either","be","either","the","see","feel",0.0199999999999818,TRUE
"825","Taxes #DONE =)....phew, wasn't near as bad as I thought!",6,"done","phew","wasn't","near","as","the","a","as","in","our",0.0399999999999636,TRUE
"826","I can just pick you up there if you want...do you have your phone? It's easier to text you",17,"your","phone","it's","easier","to","not","a","to","the","like",0.0299999999997453,TRUE
"827","Microsoft: Google Worried About Bing",3,NA,NA,"microsoft","google","worried","mapped","took","a","it",NA,0.0399999999999636,FALSE
"828","Ready for Yelper Party!",2,NA,NA,NA,"ready","for","for","to","and","i","or",0,TRUE
"829","event at the Roux House on Thursday! Get your teams and wine ready.",2,NA,NA,NA,"event","at","the","is","so","because","those",0.0100000000002183,FALSE
"830","I'm wary of inventing new terms in general, but how about ""data translators""? Thoughts, anyone?",13,"but","how","about","data","translators","the","it","to","a","i",0.0299999999997453,FALSE
"831","painful but I bet you laughed! Paul has quite the gift of wit.",9,"you","laughed","paul","has","quite","been","a","to","the","taken",0.0500000000001819,FALSE
"832","I am so crazy about all the characters in that book! I slowed down to a snail's pace at the end bc I was so sad to finish it. Enjoy!",8,"crazy","about","all","the","characters","of","and","to","is","first",0.0500000000001819,FALSE
"833","no problem!",2,NA,NA,NA,"no","problem","matter","one","more","idea","how",0,FALSE
"834","He is so dumb he can't fart and chew gum at the same time. ~ Lyndon Johnson about Gerald Ford",15,"at","the","same","time","","of","and","to","the","i",0.0399999999999636,FALSE
"835","Loving new Maroon 5! can do no wrong in my eyes! Ps thanks for making a good ol' fashion pop song minus the fist pump beats!",12,"wrong","in","my","eyes","ps","the","a","and","life","my",0.0499999999997272,FALSE
"836","where is out here in fl? and hit me up when i come to town well do a throw back swisha for back in the day",19,"town","well","do","a","throw","of","lot","and","to","few",0.0300000000002001,FALSE
"837","So faded",2,NA,NA,NA,"so","faded","i","much","and","many","we",0,FALSE
"838","I'm a very sick child",2,NA,NA,NA,"i'm","a","to","not","a","trying","going",0.00999999999976353,TRUE
"839","9am on the dot? Sir you're late!",2,NA,NA,NA,"am","on","the","of","a","to","now",0.0199999999999818,FALSE
"840","I dont care im still real",4,NA,"i","dont","care","im","have","to","was","am","know",0.0300000000002001,FALSE
"841","I think a lot of people, readers included, appreciate the people who only blog when they have something worthwhile",17,"only","blog","when","they","have","the","are","have","were","i",0.0300000000002001,TRUE
"842","lol that counts:)",3,NA,NA,"lol","that","counts","the","i","is","was","it",0.0199999999999818,FALSE
"843","Actually I laughed at loud at yours. RT : My bad. “: I don't trust anyone who uses more than 2 hashtags.",3,NA,NA,"actually","i","laughed","have","to","was","am","know",0.0299999999997453,FALSE
"844","thanks for the support! Rock on!",2,NA,NA,NA,"thanks","for","for","the","to","i","much",0,TRUE
"845","Chocolate chip chickpea pie underway! I can hardly even taste the chickpeas this time.",3,NA,NA,"chocolate","chip","chickpea","with","and","cake","trio","nut",0.0100000000002183,FALSE
"846","Kodashii's shoe is on Tadashii's foot! lol",5,"kodashii's","shoe","is","on","tadashii's","the","a","to","my","and",0.0299999999997453,FALSE
"847","did you get the information you needed to order a card? I can get you one today?",16,"i","can","get","you","one","to","have","are","can","a",0.0399999999999636,FALSE
"848","Sometimes I regret what I say other times i'm proud",4,NA,"sometimes","i","regret","what","have","to","was","am","know",0.0300000000002001,FALSE
"849","Howlin circus makin waves. So stoked !",3,NA,NA,"howlin","circus","makin",NA,NA,NA,NA,NA,NA,FALSE
"850","Go see it and see for yourself why you shouldn't go see it. - Samuel Goldwyn",10,"for","yourself","why","you","shouldn't","to","are","can","a","have",0.00999999999976353,FALSE
"851","thanks homie i appriciate it. that 80barz and Lawless are the most like how i spit. the Bodie Bag is the most recent.",3,NA,NA,"thanks","homie","i","for","the","i","to","much",0.0199999999999818,TRUE
"852","Turns out, Charlie Sheen's insanity was just a REALLY early April fools day joke. Looks like we're the fools after all...",18,"joke","looks","like","we're","the","to","a","that","the","this",0.0500000000001819,TRUE
"853","i think hes just been there so long they dont care. I first heard that in the late 90's when interned at local FOX station",10,"there","so","long","they","dont","are","have","were","the","will",0.0399999999999636,FALSE
"854","The industry keeps seeking ways to circumvent the fickle power of pure creativity. But nothing's beat it yet.",8,"seeking","ways","to","circumvent","the","the","be","a","make","do",0.0300000000002001,TRUE
"855","Oh, by all means! Yes, ma'am!",5,"oh","by","all","means","yes","the","of","that","a","i",0.0299999999997453,FALSE
"856","hey whats up?",3,NA,NA,"hey","whats","up","the","hey","i","in","worse",0.0199999999999818,FALSE
"857","his chick is bad tho",4,NA,"his","chick","is","bad","a","the","to","not","that",0.0300000000002001,FALSE
"858","It was nice coming home from work and see the standings flags flying at Wrigley - Phillies in the basement! Let's go",13,"see","the","standings","flags","flying","of","and","to","is","first",0.0299999999997453,FALSE
"859","Residual Income for stay at home Moms! Best and first business of it's kind. No risk, not MLM! Give info 4 phone interview 360-217-7967",13,"and","first","business","of","it's","the","a","and","it","my",0.0500000000001819,FALSE
"860","Talk to me, world!",4,NA,"talk","to","me","world","the","be","a","make","do",0.0300000000002001,FALSE
"861","#20ThingsAboutMe I have two adopted sisters. I want to be a cosmetologist. I'm actually stronger than I look.",6,"i","have","two","adopted","sisters","to","a","been","have","was",0.0399999999999636,FALSE
"862","nice photo! Glad you were there, it was a great event.",10,"there","it","was","a","great","of","to","lot","a","and",0.0299999999997453,FALSE
"863","Most people don't really decide what to do with their lives so much as just fall into an occupation and continue doing it to earn money.",7,"don't","really","decide","what","to","i","the","is","you","to",0.0500000000001819,TRUE
"864","Baseball is already boring. Whats worse is a fantasy baseball draft by analytic non athletic individuals in Las Vegas. Mingling is better.",6,"is","already","boring","whats","worse","the","a","to","not","that",0.0499999999997272,FALSE
"865","Watching Sherry Shepherd with Prince was hilarious ... we true Prince fans know what she was feeling in that moment.",12,"","we","true","prince","fans","have","are","to","were","can",0.0300000000002001,FALSE
"866","RT “: Twice, Butler has been outexecuted on inbounds plays. One of the angriest timeouts you'll see from Brad Stevens.""",18,"angriest","timeouts","you'll","see","from","the","you","it","what","i",0.0300000000002001,FALSE
"867","I wanna do something wild.",4,NA,"i","wanna","do","something","have","you","to","was","am",0.0299999999997453,FALSE
"868","With the 24th pick in the 2012 NFL Draft, the Pittsburgh Steelers select...A Pinecone.",8,"pick","in","the","","nfl","of","the","and","to","a",0.0300000000002001,FALSE
"869","19 more days.",3,NA,NA,"","more","days","than","to","the","about","of",0.0199999999999818,FALSE
"870","Chilling in the studio! (:",3,NA,NA,"chilling","in","the","the","a","my","his","and",0.00999999999976353,TRUE
