"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","timeToPredict","Correct","prediction6","prediction7","prediction8","prediction9","prediction10","prediction11","prediction12","prediction13","prediction14","prediction15"
"1210","YES IT IS AND AGREESS","yes",2,"it","we","the","you","my","it",0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1211","I don't know what you're talking about. Now pardon me while I put this Obama shirt in eBay.","i dont know what youre",6,"talking","you","the","is","we","it",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1212","Spent the day learning tunes in naperville.","spent the day learning tunes in",7,"naperville","and","from","anymore","apart",NA,0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1213","Love the Jelly Taco!!","love the jelly",4,"taco","same","first","most","world","time",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1214","Had an awesome show last night with looking forward to playing the grad #party tonight.","had an awesome show last night with looking forward to",11,"playing","to","in","but","have","this",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1215","right? People need to calm down. I will girl! Smoke it up, and ill still make it somewhere in life.","right people need to calm down i will girl smoke it up and ill still make it somewhere in",20,"life","is","and","in","most","that",0.069999999999709,FALSE,"has","on",NA,NA,NA,NA,NA,NA,NA,NA
"1216","Hello Single Bella on who wants to talk to me","hello single bella on who wants to",8,"talk","to","it","and","them","people",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1217","BHO opposed same-sex marriage before he ""evolved"" into supporting it.","bho opposed same marriage before he evolved into supporting",10,"it","the","my","this","his","their",0.0399999999990541,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1218","Had a lovely visit today from Dr. Astrid Stuckelberger visiting from Switzerland.","had a lovely visit today",6,"from","the","with","to","my","our",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1219","I know it blows!!(:","i know it",4,"blows","was","is","and","would","to",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1220","Still on the road. Nashville's plane was late so we got a late start. Arrival time in TN is approx 2:30.","still on the",4,"road","century","birthday","at","clan","of",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1221","#UHsb Dara Pagaduan needs to just settle down, already with 2 errors - nerves getting the best of her right now.","dara pagaduan needs to just",6,"settle","be","make","the","be","do",0.0499999999992724,FALSE,"get","make",NA,NA,NA,NA,NA,NA,NA,NA
"1222","I would sometimes read the horoscopes the day after. I was like, ""well, that didn't happen yesterday."" lol They're so lame! :-P","i would sometimes read the horoscopes the day after i was like well",14,"that","to","the","it","that","this",0.0300000000006548,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1223","A very happy birthday and all the best wishes to new mama Erin Chambers Smith ! We miss ya !!","a very happy birthday and all the",8,"best","the","of","that","over","my",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1224","went to a concert, and my dad did a stupid April fool joke on and my friends","went to a concert and my dad did a april fool joke",13,"on","you","that","just","who","no",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1225","Congratulations Ian! RT : "": Congrats to on his #GoldenQuills awards with John Shumway!"" Thanks Bobby!","congratulations ian rt congrats to on his",8,"awards","the","my","this","his","their",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1226","followed by a tithe offering for the pastor for his service. Ha.","followed by a tithe offering",6,"for","is","what",NA,NA,NA,0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1227","Breaking News: named Global Spokesperson for Olympic 2012","breaking news named",4,"global","is","as","of","and","he",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1228","skipping work to be outside for 12 hours straight WITH allergies cuz #yolo. I love my #trackfam!! <3","skipping work to be outside for hours straight with allergies cuz i",13,"love","it","that",NA,NA,NA,0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1229","This humorous line of t-shirts takes the every day annoyances of life and gives","this humorous line of tshirts takes the every day",10,"annoyances","day","time","year","single","other",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1230","Happy National Kiss Day ;-)","happy national kiss",4,"day","of","my","her",NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1231","They also only have 1 dman capable of helping them sustain offense","they also only have dman capable",7,"of","to","been","the","you","no",0.0400000000008731,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1232","O, Lord, open today your hand of blessing upon the C.S. Lewis College. Guide and provide for this vision! (Re-post / retweet if you agree?)","o lord",3,"open","and","his","who","jesus","knows",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1233","please follow & as we are big fans and have your apparel! Rut Hockey thanks you!","please",2,"follow","from",NA,NA,NA,NA,0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1234","oh snap!","oh",2,"snap","and","my","well","yes","the",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1235","Open tomorrow at 4PM! Look forward to seeing everybody!","open tomorrow at",4,"pm","the","least","all","this","home",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1236","lacking any and all motivation today","lacking any and all",5,"motivation","the","then","it","that","we",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1237","~I love the smell of fresh laundry! Its all about the detergent! Loving this...","i love the smell of fresh laundry its all about",11,"the","of","those","the","of","that",0.0399999999990541,TRUE,"over","my",NA,NA,NA,NA,NA,NA,NA,NA
"1238","I just earned the Statesman badge on #Yelp!","i just earned the",5,"statesman","the","her","money","runs",NA,0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1239","Guy from Other Books wants 2 make sure we librarians r aware that Boyle's The Absolutist has ""homosexual themes."" Umm, we're ok with that!","guy from other books wants make sure we librarians r aware that boyles the absolutist has",17,"homosexual","same","first","most","world","time",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1240","i just dont know what to do anymore","i just dont know what",6,"to","the",NA,NA,NA,NA,0.00999999999839929,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1241","Bill = super trooper. RT : lol - that is great. Bill did so good!","bill super trooper rt lol that is great bill",10,"did","for","to","and","time","things",0.0400000000008731,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1242","oh man is that a dream come true. That should be snapped like a heart!!","oh man is that a dream come true that should be",12,"snapped","be","have","not","also","the",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1243","Gotta love them California girls! MT : Going to collect recall signatures today outside the Badger game!","gotta love them california girls mt",7,"going","and","of","would","in","at",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1244","Down Right Modeling Agency coming soon!!!!!!!!!","down right modeling agency coming",6,"soon","to","and","but","where","until",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1245","Awesome! They do make a perfect afternoon snack to fill you up, satisfy cravings and keep from having that afternoon slump!","awesome they do make a perfect afternoon",8,"snack","for","and","example","to","place",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1246","what are 17's?","what",2,"are","you","the","is","we","it",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1247","""i'd rather be hurt by the truth : then protected by a lie""","id rather be hurt by the truth then protected by",11,"a","from","behind","species",NA,NA,0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1248","happy birthday(: hope it was great((:","happy birthday hope it",5,"was","you","that","to","the","they",0.0199999999986176,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1249","I just finished Drive by Daniel Pink. Loved it! It may give you some ideas for your Clients as well.","i just finished",4,"drive","the","was","it","with","on",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1250","Today is a new day~BAMM.","today is a",4,"new","great","little","good","very","lot",0.0799999999999272,FALSE,"few","little","lot","bit","good",NA,NA,NA,NA,NA
"1251","RT : the last space shuttle launch. Many years of looking to the eastern sky watching,holding your breath, hoping all goes well.","rt",2,"the","cispa",NA,NA,NA,NA,0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1252","Just finished the .5oz Oaxaca. Got a ""library"" of 9 different flavors. Looking forward to the Woolloomooloo Bar.","just finished the oz oaxaca got a library of different",11,"flavors","the","my","this","course","his",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1253","Did make it to the shootaround?","did",2,"make","not","you","the","it","she",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1254","now following hit me","now",2,"following","that","the","and","is","if",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1255","We'll be tabling the Victoria Anarchist Bookfair, Sept 10-11th in BC Canada, unceded coast salish territory. Comes say hello!","well be tabling the victoria anarchist bookfair sept th in bc canada unceded coast salish",16,"territory","of","to","this","that","and",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1256","(AP) -- GOP lawmaker: 3 more Secret Service employees forced out, 2 cleared in prostitution scandal","ap gop lawmaker more secret service employees forced",9,"out","including",NA,NA,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1257","I've been trying out all night and I'm addicted. That's it. New #EMchat platform for Thursday nights!","ive been trying out all night and im addicted thats",11,"it","to","as",NA,NA,NA,0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1258","Logan's Run redux","logans run",3,"redux","in","by","to","into","around",0.0199999999986176,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1259","On my way to Innovation Advisors in Kansas City, stuck on the runway at ORD in a thunderstrom!","on my way to innovation advisors in kansas city stuck on the runway",14,"at","same","first","most","world","time",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1260","I think you should add a whooping crane kick into your class on Tues. cc:","i think you",4,"should","can","have","are","know","will",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1261","Starting to apply to professional #librarian positions. Should I keep my resume to only one page, or is that outdated advice?","starting to apply to professional positions should i",9,"keep","be","have","say","be","have",0.0299999999988358,FALSE,"not","also","the",NA,NA,NA,NA,NA,NA,NA
"1262","girlfriend has accumulated 9 days of vacation where should i meet you???","girlfriend has accumulated days of vacation",7,"where","the","my","this","course","his",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1263","Thank you for the RTs! Enjoy your week!","thank",2,"you","you","goodness","the","god","her",0.0200000000004366,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1264","At the Birkie up in Hayward, WI! Sherpa-ing for my brother...","at the birkie up in hayward wi sherpaing",9,"for",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1265","The magic recipe to living out your boldest dreams: A pinch of delusion, a dash of audacity and a shot of courage. - Kirsty Spraggon","the magic recipe to living out your boldest dreams",10,"a","own","life","blog","body","favorite",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1266","we are headed to B St. I'll shout out when we find a spot.","we",2,"are","are","have","were","had","will",0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1267",":( I didn't go either... went to the Magic Summer Tour though.","i didnt go either went to the magic summer",10,"tour","is","of","stuff","ring","neighbor",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1268","Hoping for another showing in Brooklyn late April early March. Any chance?","hoping for another showing in brooklyn",7,"late","the","my","this","his","our",0.0399999999990541,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1269","so pretty!","so",2,"pretty","much","that","we","many","they",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1270","Though now I'll be disappointed not if it's bad, but if it's not as chock full of WTF as I've been led to believe","though now ill be disappointed not if its bad but if its not as chock full",17,"of","the","well","it","we","they",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1271","Gotta half hour left then I'm out this bitch","gotta half hour left then im out",8,"this","not","sure","still","going","so",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1272","Stan going to be surprise when he sees me along with the rest of my classmate. I told everyone I wasn't coming lol!","stan going to be",5,"surprise","the","be","do","get","make",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1273","i would but I don't have one;/","i",2,"would","was","have","am","had","think",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1274","Good to see the pirates get a win in 12 innings. That's 1.25 games. Extrapolated out, that's a better record than .500!","good to see the pirates get a win in innings thats",12,"games","the","my","an","of","giving",0.0400000000008731,FALSE,"walked",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1275","It's almost 9pm and it's still light out. That's awesome!","its almost pm and its still light out thats",10,"awesome","of","the","to","and","in",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1276","#confessionnight I'm really happy for but I really don't want him to move, I'm gonna miss him *cry*","im really happy for but i really",8,"dont","was","have","am","had","think",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1277","I hear yeah! I know she is happy. Remember our first day Lolz!Time fly bye when u having fun. I can't believe she is that old","i hear yeah i know she is happy remember our first day lolztime fly bye when u",18,"having","the","you","it","we","he",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278","Spring break flew by way too fast. Summer where you at? ","spring break flew by way too fast summer where you",11,"at","the","he","you","to","we",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1279","All I Want is You.! But all the songs are good!","all i want is you but all the",9,"songs","the","of","that","over","my",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1280","Its not like Rickie can hit 70's 80's or 90's, might as well try 100's","its not like rickie can hit s",8,"s","be","see","do","find","get",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1281","You are welcome.","you",2,"are","can","have","are","know","will",0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1282","actually... speaking of fat ladies singing... if you follow me, but not our friendship is close to being over. so, there's that","actually speaking of ladies singing if you follow me but not our friendship is close to being over so",20,"theres","the","and","to","his","my",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1283","Describe your Overall Experience Getting your Microphone turned off during your Interview with MSNBC's Tamron Hall on Friday?","describe your overall experience getting your microphone turned off during your",12,"interview","the","my","our","its","this",0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1284","so far have a designer interested in helping us with our plan. I'm working on it sister!! XOXO","so far have a designer interested in helping us with our plan",13,"im","own","lives","first","little","family",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1285","Achievement Unlocked! Congrats!","achievement unlocked",3,"congrats",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1286","Oh goodness...;D","oh",2,"goodnessd","and","my","well","yes","the",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1287",""": Whatcha doin?"" Directing a local news morning show in Madison. Z...","whatcha doin directing a local news morning show in madison",11,"z","the","my","this","his","our",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1288","have a wonderful day. You kicked butt this weekend so you can see the kids tonight. Perfect. Just think E thinks your tough.","have a wonderful day you kicked this weekend so",10,"you","is","was","and","of","with",0.0799999999999272,FALSE,"but","because",NA,NA,NA,NA,NA,NA,NA,NA
"1289","All of this Corr stuff is cracking me up. PAY HEED, , when you invent players out of thin air, WE'LL CALL YOU OUT ON IT.","all of this corr stuff is cracking me up pay heed when you invent players out of thin air well call you out on",25,"it","of","the","to","and","in",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
