"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","timeToPredict","Correct","prediction9","prediction10"
"603","4. WWE INTERCONTIENTAL CHAMPIONSHIP MATCH: The Big Show (Champion) vs. Cody Rhodes (Challenger/Former Champion).","wwe intercontiental championship match the",6,"big","game","just","four","team","games","series","today","couple",0.0299999999988358,FALSE,"older","young"
"604","Start a school that teaches the ‘children of a lesser god’ for free, even better, pays the parents for sending the children to school.","start a school that teaches the ‘children of a lesser god’ for free even better pays the",18,"parents","part",NA,NA,NA,NA,NA,NA,NA,0.0300000000061118,FALSE,NA,NA
"605","It wasn't one of the more visually or intellectually challenging pieces they've done on the show. But it was a visual feast. That final slow-motion bit was especially great.","it wasnt one of the more visually or intellectually",10,"challenging",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"606","128.Vanessa M (Tootsie)","vanessa",2,"m",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"607","Customer- Whoa, whoa, whoa you talk kinda fast huh?","customer whoa",3,"whoa","whoa",NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE,NA,NA
"608","get to grips with the smooth surface","get to grips with the",6,"smooth","help","other","new","th","rest","city","first","government",0.0299999999988358,FALSE,"loss","dead"
"609","and streets paved with gold.","and streets paved with",5,"gold",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"610","Hendrix first looked deeper into marital psychology after his marriage ended in 1975. He thought the prevailing therapy of the time, loosely termed ‘conflict resolution’, focused too much on compromise. “What we found, and what the whole discipline of marital therapy in America found, was that it simply didn’t work, because a part of us is always resentful if we have to give things up,” he says. “Also, it was very cognitive – ‘there’s the problem, here’s the solution’. Like fixing a car. But people are not like machines.”","hendrix first looked deeper into marital psychology after his marriage ended in he thought the prevailing therapy of the time loosely termed ‘conflict resolution’ focused too much on compromise “what we found and what",35,"the","they","the","is","was","about","did",NA,NA,0.0200000000040745,TRUE,NA,NA
"611","A plus point for me was that fantasy and magic play almost no role in the plot, much less than in the previous two books (This might explain in part why I thought In Winter’s Shadow the strongest of the trilogy). Gwalchmai still has his Otherworld sword and horse, but if they have any magical powers they are scarcely mentioned. Medraut is said to serve the ‘Darkness’, as his evil sorceress mother Morgawse did before him, but for the most part this could be taken as a metaphor for ordinary human vices such as cruelty and greed.","a plus point for me was that fantasy and magic play almost no role in the plot much less than in the previous two books this might explain in part why i thought in winter’s shadow the strongest of the trilogy gwalchmai still has his otherworld sword and horse but if they have any magical powers they are scarcely mentioned medraut is said to serve the ‘darkness’ as",69,"his","new","us","first","team","name","restaurant","host","cardinals",0.0299999999988358,FALSE,"no",NA
"612","31. Thee Headcoats - Every little Thing","thee headcoats",3,"every","every",NA,NA,NA,NA,NA,NA,NA,0.0299999999988358,TRUE,NA,NA
"613","· Highest ever plan outlay of Rs. 60,100 cr","� highest",3,"ever","court","world","level","year","years","best","new","country",0.0199999999967986,TRUE,"ever","risk"
"614","I had to stand the husband in front of the microwave and ask him what he uses it for. He said, ""Um, well, to heat things up. I just used it...the other week. Oh, well. To boil water?"" He brought it in to work so other people can kill themselves slowly by using it. I Freecycled the toaster.","i had to stand the husband in front of the microwave and ask him what he uses it for he said um well to heat things up i just used itthe other week oh well to boil water he brought it in to work so other people can",49,"themselves","get","see","make","also","use","just","take","say",0.0100000000020373,FALSE,"still","go"
"615","Original Gravity","original",2,"gravity","idea","actors",NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE,NA,NA
"616","My favorite quote is ”stupid fear shit gets in the way and its time to kick its ASS.”~Me","my",2,"favorite",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"617","Making ME happy! I have spent sooooooooooooooooo ….yes isnt that a great deal of o’s!!! Yes, I have spent a great deal of years making sure EVERYONE was ok from the church to my family to my friends etc..etc.. and the list had the ability to go on like a bad credit report! However, I have PULLED the report and stopped it from growing… I have cleaned it up and have been starting from scratch and it feels good!","making me happy i have spent sooooooooooooooooo �yes isnt that a great deal of o’s yes i have spent a great deal of years making sure everyone was ok from the",32,"church","public","house","beginning","other","us","government","past","fact",0.0200000000040745,FALSE,"school","time"
"618","Meanwhile, Powerade’s bench is as thin as Ogie Menor’s ability to understand calls. Rommel Adducul is the only serviceable big man night in and night out, as Antonio and Calimag were better off stretching the floor than fighting for rebounds. Don’t even ask for Crisano.","meanwhile powerade’s bench is as thin as ogie menor’s ability to understand calls rommel adducul is the only serviceable big man night in and night out as antonio",29,"and","little","coach","lol","calimag","melani","oklahoma","sonera","tabucchi",0.0199999999967986,FALSE,NA,NA
"619","For my take, cans certainly have their advantages, and craft beer drinkers love their convenience and portability. Hopefully, the market will soon demand that Ball and its competitors come up with a way to manufacture effective BPA-free cans.","for my take cans certainly have their advantages and craft drinkers love their convenience and portability hopefully the market will soon demand that ball",25,"and","and",NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE,NA,NA
"620","For reasons known only to herself, reasons that a lot of forty-something women would perhaps recognise and understand, Johnson was unhappy with her looks and the way she was ageing.","for reasons known only to",6,"herself","see","find",NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE,NA,NA
"621","Knowing now that so many of us","knowing now that so many of",7,"us","us",NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE,NA,NA
"622","This was a trip that almost didn't happen. Flight prices were all over the place and just when I found a REALLY good deal (like $140 round trip) the prices shot up the next day and then a few days after that, the airline filed for bankruptcy and cancelled every flight until May! Every other airline was so expensive out of every city and I just became discouraged. That is, until I found a flight out of Grand Rapids, MI through AirTran. For about $220 round trip and with decent flight times. We've never flown out of Grand Rapids before but the airport will be really simple to get to and will be shorter drive than we're used to going to Detroit.","this was a trip that almost didnt happen flight prices were all over the place and just when i found a really good deal like round trip the prices shot up the next day and then a few days after that the airline filed for bankruptcy and cancelled every flight until may every other airline was so expensive out of every city and i just became discouraged that is until i found a flight out of grand rapids mi through airtran for about round trip and with decent flight times weve never flown out of grand rapids before but the airport will be really simple to get to and will be shorter drive than were used to going",119,"to","get","back","take","go","make","come","happen","bed",0.0100000000020373,FALSE,"try","well"
