"","origLine","wordNoToTest","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction1","prediction2","prediction3","timeToPredict","Correct"
"567","These are Hoosiers, many of them large, and many tired and sunburned by Mile 8 of the 13.1-mile Mini-Marathon. They don't run, they walk -- and not with that brisk, butt-wiggly gait but ploddingly, determinedly.",18,"mile","","of","the","mile","of","the","and",0.0300000000002001,FALSE
"568","Trading volume was light in Asia as markets in China, Hong Kong, Taiwan, Malaysia and Singapore will closed for international Labor Day. Markets in Japan were open Monday but will be closed the next three days for Golden Week holiday.",4,NA,"trading","volume","was","light","a","the","in",0.00999999999976353,FALSE
"569","""I think it’s a plus, but I would never put a number on that,"" Roy Scott, owner of three Remax realty franchises in Essex County, referring to the higher real estate values. ""I would love to know how they get this stuff.""",2,NA,NA,NA,"i","think","have","think","don't",0.0199999999999818,TRUE
"570","In July, U.S. District Judge Victoria Roberts said that Ward suffered from a mental disease or a defect that made it difficult for him to understand the severity of the charges. If treatment worked, he could have still been ordered to face trial later. The government now says that's not necessary.",42,"still","been","ordered","to","face","the","a","be",0.0300000000002001,FALSE
"571","In November, Mack authorized 72 layoffs to cut Trenton's budget deficit, which had climbed at the time to $56 million. The mayor had initially proposed as many as 419 layoffs, but that number was reduced and some layoffs were rescinded.",29,"proposed","as","many","as","","the","a","as",0.00999999999976353,FALSE
"572","It appears natural gas storage levels could build to a record high ahead of the winter heating season, which will keep a lid on prices barring a hurricane, he said.",20,"winter","heating","season","which","will","has","he","is",0.0399999999999636,FALSE
"573","""It's a great place to start looking for exactly what's going on,"" he said, noting that researchers still don't understand how changes in host organisms affect transmissibility.",11,"looking","for","exactly","what's","going","the","a","and",0.0100000000002183,FALSE
"574","Still, it garnered some notice. Mike Roberts, then a Plain Dealer Washington bureau reporter who'd returned stateside after a year serving as the paper's Vietnam correspondent, remembers that copies of Hersh's story were slipped under office doors in the National Press Building.",3,NA,NA,"still","it","garnered","is","was","a",0.0199999999999818,FALSE
"575","A U.S. Navy veteran, Mann, 43, spent two decades working for ATSF. He loved his job. ""What little boy doesn't want to drive a train?"" Shirley Mann said.",27,"drive","a","train","shirley","mann","of","to","in",0.0299999999997453,FALSE
"576","But first, I have a game for you to play:",6,"first","i","have","a","game","of","to","in",0.0100000000002183,FALSE
"577","Ohio will provide a package of grants, loans and tax rebates worth a potential $93.5 million over 15 years to keep American Greetings here. Some of the incentives will come through tax reform legislation Gov. John Kasich signed into law Monday at American Greetings' headquarters.",26,"american","greetings","here","some","of","of","other","the",0.0199999999999818,TRUE
"578","No. 24? O.K., it was the Houston-Sugar Land-Baytown, Texas, area. Succeeded only by Trenton, N.J. But another nearby college area that we can sort of call our own, Bloomington-Normal, Ill., home to Illinois State University, has been ranked No. 15.",16,"only","by","trenton","nj","but","the","a","to",0.0199999999999818,FALSE
"579","Christie’s budget also assumes the state will make a $506 million payment into the pension fund in the current fiscal year. If that happens, the current budget would top $30.1 billion — and Christie’s proposed budget would be considered smaller. But the governor said he won’t make the payment ahead of schedule if lawmakers don’t approve his proposed pension benefit reductions by next month.",55,"of","schedule","if","lawmakers","dont","the","you","a",0.0300000000002001,FALSE
"580","Volunteers 21 and older are needed by Greyhound Welfare to help with public outreach, the newsletter, screening adoption applications, adoption follow-up, dog transport, planning and implementing fundraising events and donation drives, ordering supplies, writing routine correspondence, picking up donations, coordinating veterinary care, fostering a greyhound during the transition period before an adoptive home is found, and more. Information: 301-949-0615 or go to greyhoundwelfare.org.",46,"care","fostering","a","greyhound","during","of","to","in",0.00999999999976353,FALSE
"581","Peck, the Republican caucus chairman for the state House, later suggested his brainstorm was a joke, although he also defended himself: ""I was just speaking like a southeast Kansas person."" Kansans may be surprised to learn that the immigrant-shooting idea was offered in their names, but they wouldn't be the only Americans getting unwelcome news from their legislators now that many ""tea party"" types have come to power.",53,"be","the","only","americans","getting","of","and","to",0.0300000000002001,FALSE
"582","The death of his friend devastated him, his family said. His father said Itzcoatl blamed himself for Patiño's death. He had once talked about becoming a police officer or deputy, but lost that motivation. ""The military killed the person he was,"" Refugio Ocampo said.",37,"that","motivation","the","military","killed","of","and","to",0.0299999999997453,FALSE
"583","""There was one week that was very slow, but Toyota has come out with some very good incentives since then,"" Ganley said. He added that all of the cars on his lot are for sale again, so he's not facing the inventory issues that many dealers had in late January and the first part of this month.",22,"incentives","since","then","ganley","said","the","will","come",0.0199999999999818,FALSE
"584","Michigan State lost to host Illinois, 8-6, despite John Martinez's three-run homer in the sixth inning. The Spartans are 29-16, 10-8 Big Ten. ... Wayne State swept visiting Lake Erie, 5-4, in eight innings and 12-11 in the nightcap. In Game 1, Kyle Vesey scored the winning run on a wild pitch for the Warriors (30-17, 21-13 Great Lakes conference). ...",34,"erie","","in","eight","innings","the","a","for",0.0199999999999818,FALSE
"585","""Riders can choose to come dressed up in any costume they want, even if it is not a superhero,"" they said in a statement, suggesting that guest can also ""come as you are and ride in your regular attire - When riding for a cause, you are already a hero and helping others.""",34,"come","as","you","are","and","to","the","in",0.0100000000002183,FALSE
"586","Then one day, my dream came true. While visiting a local running store, I spotted a handmade poster inviting people to give SUP a try. Just call Lynne Nagy, it said. (216-254-9365 or nalusup@gmail.com.)",26,"give","sup","a","try","just","of","to","in",0.0199999999999818,FALSE
"587","But he must’ve made quite an impression on Kate, to whom he proposed after joining the Giants.",14,"to","whom","he","proposed","after","the","said","was",0.00999999999976353,FALSE
"588","His goal-scoring challenges since arriving from Edmonton at last year's trade deadline have been well-chronicled. He was a healthy scratch in five of six games in one stretch in February.",19,"wellchronicled","he","was","a","healthy","of","in","to",0.0199999999999818,FALSE
"589","On Sunday, Oct. 30, salons on Main Street and elsewhere will be participating in a ""cut-a-thon"" from 10 a.m. to 3 p.m., with all proceeds going to people affected by the tragedy.",30,"going","to","people","affected","by","the","a","be",0.0300000000002001,FALSE
"590","Fowler had the outright lead until he went bunker-to-bunker on the 16th hole, the second time drawing a plugged lie, and missed a 10-foot par putt. He had a 20-foot birdie putt on the last hole, though it never had a chance. He was the first one in at 14-under 274.",21,"drawing","a","plugged","lie","and","of","to","in",0.0199999999999818,FALSE
"591","New May Wah Supermarket: 707-719 Clement St. (at Eighth Avenue), San Francisco. (415) 221-9826.",6,"may","wah","supermarket","","clement","be","not","a",0.0100000000002183,FALSE
"592","1 teaspoon ground cumin",4,NA,"","teaspoon","ground","cumin","chuck","mixed",NA,0,FALSE
