"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","timeToPredict","Correct"
"3137","We sure do miss tailgating!","we sure do miss",5,"tailgating","you",0.0100000000002183,FALSE
"3138","i meant Gillette stadium","i",2,"meant","was",0.0200000000004366,FALSE
"3139","sitting here working on integration strategy of social media response data with direct marketing response data for a customer. exhausted.","sitting here working on integration strategy of social media response data with",13,"direct","the",0.0299999999988358,FALSE
"3140","Alfred Runte and Wilian Cronon--that is more like it.","alfred",2,"runte",NA,NA,FALSE
"3141","I'm not gonna wear Supreme, niggas d-ride it too much for me because of OF.","im not gonna",4,"wear","be",0.0100000000002183,FALSE
"3142","Doesn't mean you're not a permanent perv though.","doesnt mean",3,"youre","that",0.0300000000006548,FALSE
"3143","tony Montana","tony",2,"montana","stewart",0.0199999999986176,FALSE
"3144","Hey Phil! How are you?!","hey phil how",4,"are","to",0.0300000000006548,FALSE
"3145","You'd be surprised at the amount of stupid shit I know.","youd be",3,"surprised","the",0.0100000000002183,FALSE
"3146","Aww your so good to your fans and you sound amazing like an angel when you sing and your so cute!!!! I love u;;;;;;;;;)","aww your so good to your fans and you sound amazing like an angel when",16,"you","and",0.0399999999990541,FALSE
"3147","get out and enjoy the sun! hey look, the 4sq url is my last name.","get",2,"out","the",0,FALSE
"3148","God damn fuckin ppl n this house stfu and do somethin with yaself","god ppl n this",5,"house","oorlog",0.0100000000002183,FALSE
"3149","RT : Yay, we can use our Brushes app #iPad #apple I hope they also find a way to draw onscreen in Illustrator with bezier curves!","rt yay we can use our brushes app i",10,"hope","that",0.0300000000006548,FALSE
"3150","#sca2012 OK, the five packages Yager is currently reviewing: Archivematica, DAITTS, Hydra Fedora, Islandora, Fedora.","ok",2,"the","and",0.0200000000004366,FALSE
"3151","Where are you, Ruth???","where are",3,"you","the",0.00999999999839929,FALSE
"3152","ATTENTION!!!! FOLLOW THE NICE SHES AMAZING DO IT OW THANKS","attention follow the nice shes amazing do",8,"it","and",0.0200000000004366,FALSE
"3153","can you be mature for once in your life? and you call yourself a senior?","can you be mature for once",7,"in","the",0.0300000000006548,FALSE
"3154","It isn't raining and the sun is out and it is warm outside. It must be a dream, this can't be seattle.","it isnt raining and the sun is out and it is warm outside it must be",17,"a","be",0.0599999999994907,FALSE
"3155","When we switched to food, he didn't even want what I cooked fresh . . preferred an organic brand (not that one). & I can cook!","when we switched to food he didnt even want what i",12,"cooked","to",0.0300000000006548,FALSE
"3156","all 11 msu d's did too","all msu",3,"ds",NA,NA,FALSE
"3157","ain't it funny how everything changes in one day, one day you love the next you act like you never even did. just give up on me","aint it funny how everything changes in one day one day you love the next you act like you never even did just give",25,"up","as",0.0299999999988358,FALSE
"3158","Smoothie: water, spinach, pear, apple, banana, jalepenos, garlic, ginger.","smoothie water spinach pear apple banana",7,"jalepenos","and",0.0200000000004366,FALSE
"3159","“It was a high counsel that I once heard given to a young person, “Always do what you are afraid to do.” - Ralph Waldo Emerson","“it was a high counsel that i once",9,"heard","got",0.0399999999990541,FALSE
"3160","Not sure. I know the firm has agreed to use union labor and hire through MN unions. (hence, our support)","not sure i know the firm has agreed to use union labor and",14,"hire","station",0.0500000000010914,FALSE
"3161","I was hoping so","i was",3,"hoping","going",0.0200000000004366,FALSE
"3162","I’m not alone being followed someone always watching what we do","i’m not alone being",5,"followed","and",0.0299999999988358,FALSE
"3163","be sure to check out maynard's film blood into wine, “: Spending the next hr with Maynard James Keenan & Jason Priestley....”","be sure to check out maynards film blood into wine “ spending the next hr with maynard james keenan",20,"jason","and",0.0100000000002183,FALSE
"3164","Perfect for Diapers, Dogs & Daddies.","perfect for diapers dogs",5,"daddies","and",0,FALSE
"3165","I would hate to be the person that pissed you off.","i",2,"would","was",0.0300000000006548,FALSE
"3166","LAST 1st day of school. To the professors who spend the entire class on the syllabus: I can read. Teach me something.","last st day of school",6,"to","the",0.0200000000004366,FALSE
"3167","for sure temple did. We don't wanna waste anymore time on those lowly a10 teams. We got a national title to win.","for sure temple",4,"did","was",0.0100000000002183,FALSE
"3168","He actually had 2999. He sac bunted to score ""T-Rex"" Pennebaker in his last career at bat","he",2,"actually","was",0.0200000000004366,FALSE
"3169","Your clubs drama!!! Plus your clubs burns every brige in this city thats maybe why yall anit hot!!!","your",2,"clubs","own",0.0300000000006548,FALSE
"3170","Have you ever traveled to the Far East? Shauna experiences Mongolian culture at the Genghis Khan Exhibit, Sunday (8/15/10) @ 5:30pm on KRON4","have you ever traveled to the far east shauna experiences mongolian",12,"culture","and",0.00999999999839929,FALSE
"3171","you are cute girl and sweet wife i like when you smile lol baby","you are cute girl and",6,"sweet","who",0.0200000000004366,FALSE
"3172","In fairness, his book was about making PHP mimic the behavior of another language.","in fairness his book was about making php mimic the behavior",12,"of","same",0.0300000000006548,FALSE
"3173","My grandpa called me to tell me he loves me more than he did yesterday. Lmao","my grandpa called me to tell me he loves",10,"me","was",0.0299999999988358,FALSE
"3174","Right on right on...","right",2,"on","now",0.0100000000002183,FALSE
"3175","Safe trip to my ninja wallace..","safe",2,"trip","to",0.0300000000006548,FALSE
"3176","#GoTribe When will Matt LaPorta get to the Majors. Sign him up.","when",2,"will","the",0.0200000000004366,FALSE
"3177","terrified/excited for my first ballet class in almost 5 years tomorrow morning. ballet dancers can be scary...","terrifiedexcited for my first ballet class",7,"in","director",0.0299999999988358,FALSE
"3178","You know who's a cunt? Rinaldo","you know whos a",5,"rinaldo","this",0.0300000000006548,FALSE
"3179","Yep! Tix will be available at the door.","yep tix will be",5,"available","be",0.0299999999988358,FALSE
"3180","great! spread the word, well come help you clean out that unwanted junk, just taking up space, and remove it for free","great spread the",4,"word","same",0.0200000000004366,FALSE
"3181","So yeah, get one of these sweet vinyl for free when you attend our Vinyl Release Show tmrw @ TheBoweryElectric. 7:30pm drs w/ special guests","so yeah",3,"get","it",0.0600000000013097,FALSE
"3182","And with diabetes in particular, dietary changes and exercise can go a long way toward helping to ameliorate its symptoms.","and with diabetes in particular",6,"dietary","the",0.0299999999988358,FALSE
"3183","Am I the only one that feels good when I don't have to rely on my mom for money and shit?","am i the only",5,"one","one",0.0200000000004366,TRUE
"3184","Good morning guys","good morning",3,"guys","and",0.0300000000006548,FALSE
"3185","This nigga straight walked off with my Iphone....i honestly could not believe it for a second #OnlyInChicago smfh","this straight walked off with my iphonei honestly could not believe",12,"it","to",0.0199999999986176,FALSE
"3186","I really need to add that to my Netflix Queue. As a film nerd, I'm ashamed I haven't seen it yet.","i really need to add that to my netflix queue as",12,"a","to",0.0300000000006548,FALSE
"3187","I'm shocked Shane Moseley went the distance.","im shocked shane",4,"moseley","to",0.0100000000002183,FALSE
"3188","no problem, thanks for following back","no problem thanks for",5,"following","to",0.0299999999988358,FALSE
"3189","how nice! I'm doin some work from home..always looking for new opportunities!","how nice im doin",5,"some","not",0.0400000000008731,FALSE
"3190","I think I should rest a little. I am a tad tired","i think",3,"i","it",0.0100000000002183,FALSE
"3191","good luck! :)","good",2,"luck","for",0.0200000000004366,FALSE
"3192","Killed it with his performance at","killed it with his performance",6,"at","own",0.0399999999990541,FALSE
"3193","Werd! RT : Beast mode and $2.50 miller tall boys starts in 20...also the #Brewers play the","werd rt",3,"beast","cispa",0,FALSE
"3194","KIA commercial was awesome...well, I mean, except for the Kia","kia commercial was awesomewell i mean except for",9,"the","the",0.0200000000004366,TRUE
"3195","Sad day, #Dick Clark no longer with us. I wonder who's taking his place?","sad day clark no longer with us i",9,"wonder","to",0.0300000000006548,FALSE
"3196","Seriously?, white males can wear hoodies but blacks can't?","seriously white males can wear hoodies but",8,"blacks","it",0.0299999999988358,FALSE
"3197","Going to be a late night...set-up/soundcheck/rehearsal at for #Spark...tomorrow at 6pm. Everyone is welcome! Come!","going to be a",5,"late","bit",0.0200000000004366,FALSE
"3198","Ideas ideas..","ideas",2,"ideas","for",0.0300000000006548,FALSE
"3199","“: Steamed shrimp... “: Old Bay and ___________ #TeamOldBay””steamed anything","“ steamed shrimp",4,"“","is",0.00999999999839929,FALSE
"3200","Good Wife is a repeat tonight.","good wife",3,"is","and",0.0200000000004366,FALSE
"3201","“: Signing at the DC booth in 20 min. Will have copies of Batgirl 23 and 24 to sign and loose upon the world” See you there!","“ signing at the dc booth in min will have copies of batgirl and to sign and loose upon the world”",22,"see","same",0.0300000000006548,FALSE
"3202","#IGotNoRespectForYou If You Ever Say You Hate Your Mom.","if you ever say",5,"you","since",0.0200000000004366,FALSE
"3203","Home bound!","home",2,"bound","and",0.0199999999986176,FALSE
"3204","Great time at Smash Burger today w/ McCabe/Gamer. Never been there before. It is a great hamburger to have. THX Calling All Sports TEAM.","great time at smash burger today w mccabegamer never been there before it",14,"is","are",0.0400000000008731,FALSE
"3205","I just heard somebody use the phrase ""Merchbox"" in conversation.","i just",3,"heard","had",0,FALSE
"3206","Jimmy Carter: humankind has to say that war comes last peace comes first","jimmy carter humankind has to say",7,"that","the",0.0399999999990541,FALSE
"3207","Why can't I impress you...","why cant",3,"i","wait",0.0100000000002183,FALSE
"3208","Yeah, I, I know it's hard to remember The people we used to be It's even harder to picture That you're not here next to me","yeah i i know its hard to remember the people we used to be",15,"its","to",0.0799999999999272,FALSE
"3209","Schlage LiNK Wireless Keypad Entry Lever Lock Starter Kit System ...","schlage",2,"link",NA,NA,FALSE
"3210","“: hahaha you will know all the lyrics!” They will be stuck in my head it might take brain surgery to remove them","“ hahaha you will know all the lyrics” they",10,"will","same",0.0100000000002183,FALSE
