"","origLine","wordNoToTest","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction1","prediction2","prediction3","timeToPredict","Correct"
"377","When you on the internet possibly even feel the number of choices, you quickly discover how there is work of fiction accessories tips on how to techniques to bag a designer handbag round judgement.",9,"internet","possibly","even","feel","the","like","the","more",0.0300000000002001,TRUE
"378","Jim discloses that he was looking at a wall comprised of hundreds upon hundreds of infant bodies, all wrapped in Buddhist ceremonial fabrics, stacked one upon another. Again, Garrow provides no clues with which to test the veracity of this statement, and its purpose seems designed to re-enforce the Western view that the Chinese kill their unwanted daughter's wholesale, against all verifiable evidence to the contrary. (For a short overview of different ""Blood Libel"" accusations in history, read ""Fetus Food: Another Urban Legend Busted"", eSkeptic, March 21, 2012).",54,"western","view","that","the","chinese","of","and","to",0.0199999999999818,FALSE
"379","Today's good thing is that my 20-year-old daughter drinks her coffee from a Star Trek mug. It's my Star Trek mug ... from Ten-Forward on the Enterprise ... you know, the starship mess hall. She could so easily think I'm completely lame -- and probably does, in other ways -- but she shares my love of geek-dom. Live long and prosper.",49,"probably","does","in","other","ways","the","a","my",0.0299999999997453,FALSE
"380","AND, to keep it fair for everyone who isn't on facebook, one random comment on this blog post will win this set too!",16,"one","random","comment","on","this","the","my","and",0.0300000000002001,FALSE
"381","The patent-in suit, simply put, is a computerized method for securing debt with future credit card receivables. While the patent inventor, Barbara Johnson, implemented an aggressive marketing and business development program that brought this financing method to widespread use, she did not invent a new business method. Rather, Johnson built on long-established prior art, packaged the idea in a",28,"implemented","an","aggressive","marketing","and","sunoco","to","that",0.0199999999999818,FALSE
"382","Non-seasonally adjusted stats",3,NA,NA,"nonseasonally","adjusted","stats",NA,NA,NA,NA,FALSE
"383","and an outstanding writer on music.",5,"and","an","outstanding","writer","on","i","the","a",0.0299999999997453,FALSE
"384","Do you see the packet of gummy candy? Gummy cherries to be precise ..... delicious!!!!",3,NA,NA,"do","you","see","are","can","have",0.0100000000002183,FALSE
"385","Now without you",2,NA,NA,NA,"now","without","the","but","and",0,FALSE
"386","The Osaka Minami 2011 International Beer Festa will be held over three days.",5,"the","osaka","minami","","international","of","and","to",0.0399999999999636,FALSE
"387","That benediction of late roses lives in me, still.",5,"that","benediction","of","late","roses","the","a","my",0.0100000000002183,FALSE
"388","Both Jan (here) and someone calling himself Bill in Oz (here) have recently mentioned an idea of the follower in tango accompanying the leader, as a way of resolving the problems of possible negative connotations of the term ""follower."" I've been giving this some thought...",13,"in","oz","here","have","recently","a","to","been",0.0199999999999818,FALSE
"389","Oh and before I forget, our special sister, Deb’, well she requested we ordered her a new sim card, she wanted to make sure her soon to be ex-husband couldn’t text or ring her so that was organised, although ironically, whilst standing in the O2 shop, he rang and we hung up on him 3 times within a matter of minutes before removing the battery and sim card and oops he can’t contact her again on there, whoopee.",23,"card","she","wanted","to","make","the","be","a",0.0299999999997453,FALSE
"390","Here's the revised layout:",4,NA,"here's","the","revised","layout","of","and","to",0.0100000000002183,FALSE
"391","Iran armed their first wave of missiles with EMP warheads designed to unleash a devastating shockwave that destroyed all electronics as soon as they were shot down by the missile defense system. As the nation’s capital dark within a milliseconds the military realized that an Electromagnetic Pulse had just taken everything offline and realized that the city would be reduced rubble in just a matter of moments as more missiles screamed through the sky toward Tel-Aviv.",6,"armed","their","first","wave","of","time","i","of",0.0299999999997453,TRUE
"392","In other news, yesterday, our friend Amy decided, for her birthday, to conduct a full, costumed, drunken enactment of ""Annie,"" held at a local theater (off hours). I'd say there were about 50 people there plus a bunch of kids. Many were costumed (myself included,) many were drunk on gin and tonics at 10 in the morning (ditto). Sadly, my camera decided to die yesterday morning, so there are no extant photographs of me in my Miss Hannigan outfit. Damn. There was a wig involved, and a red bra, and Mardi Gras beads, and a flask. (Oh, and fair warning to all of you - should you ever find yourself in a situation in which you are expected to perform a largely impromptu 30's period piece musical with many of your friends, DO NOT listen to your significant other if he or she suggests that it would be a good idea to put REAL gin in your prop flask, as that would be ""method acting."" This, as it turns out, is a BAD IDEA.)",10,"friend","amy","decided","for","her","the","a","me",0.0199999999999818,FALSE
"393","The man at the Auto-Body-Repair Shop said he'd lend me a courtesy car, and so he did. It was quite a nice car in some ways, apart from the rattles, the rust and the black smoke, but it was very small and had a ridiculously low bucket seat, the type that has a 6 inch ledge all round your thighs. With great difficulty I managed to manouevre myself into this ground-level driving seat, with my legs sticking horizontally forward into the well. I drove off, noticing as I did so that the car wouldn't go into second gear, and shortly afterwards, that the petrol gauge registered zero.",43,"was","very","small","and","had","i","the","a",0.0300000000002001,FALSE
"394","This view clearly has much wider significance. That it is at the edges of practically any sphere, from science to society, that diversity and innovation can be found. If you want to know what the next interesting thing will be, look to the edges of society where ideas clash and fuse. Permaculture itself has been pretty marginal for years – as has the eco-movement. Hippies have been quietly living in woods, harvesting water and composting poo for a long time – it is only now that those ideas are gaining weight in the mainstream.",32,"found","if","you","want","to","to","are","can",0.0299999999997453,TRUE
"395","In other words, the use of mantras are not God pleasing. God does not want anyone approaching Him in a senseless manner. He wants us to rightfully use the mind He created for us. To approach the most holy LORD of all, without using the gift of our full senses is an abomination and a gross sign of disrespect. It’s being silly — and we are not to act silly before God Almighty. That is sinful.",43,"holy","lord","of","all","without","the","a","of",0.0199999999999818,FALSE
