"","origLine","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction","timeToPredict","Correct"
"898","As an inspirational speaker and business coach I get the wonderful opportunity to work and interact with many entrepreneurs and small business owners across the country. I am energized as I connect with people who are pursuing their dreams of personal economic empowerment. Even if their business is not where they desire it to be when we initially meet, hope gleams in their eyes and they have the expectation of a bright future.","as","an","inspirational","speaker","and","kurt",0.719999999986612,FALSE
"899","They blinded her and she flinched away, afraid of the bright light that drowned out the world. The man released her hand and was behind her in an instant. Her handbag dropped to the floor and she tried to blink away the white spots in her vision and they multiplied.","floor","and","she","tried","to","to",0.740000000005239,TRUE
"900","The controller c4 will be disabled. The entries for paths on controller c4","the","entries","for","paths","on","again",0.720000000001164,FALSE
"901","I know that's actually Peg on Vancouver Island but I was short on space. Anyway, congratulations! Email me your address Peg and chose your mug from that original picture. Remember Pablo got the most red one.","me","your","address","peg","and","on",0.729999999995925,FALSE
"902","Place in glass casserole.",NA,NA,NA,"place","in","to",0.0299999999988358,FALSE
"903","In a large mixing bowl, whip the butter and cream cheese together with a hand-held electric mixer. Gradually beat in the confectioners' sugar until it is all combined and smooth. Beat in the orange zest and juice. Spread over brownies.",NA,NA,"in","a","large","statement",0.0500000000029104,FALSE
"904","We all have our reasons for not going after what we really want. ""The timing isn't right,"" we might say to ourselves, or ""I'm just waiting for XYZ to happen,"" or ""Everything needs to be perfect."" The list goes on and on...","list","goes","on","and","on","no",0.0500000000029104,FALSE
"905","Finding that bridge between the two, and helping them work together brings you closer to your fully functioning self.","to","your","fully","functioning","self","councilman",0.779999999998836,FALSE
"906","I got so much shit about being friends with him from my mom and other people that I stopped talking to him. He tried to talk to me many times but I had decided that I cared what other people thought about my choices. By the time I realized shutting him out was wrong, he was done talking to me. He got deep into heavy drugs. A few months later he tried to get in contact with me and I ignored him. Three days later he died. I have blamed myself ever since. No one ever said it was my fault, of course. They tell me that he was crazy about me and that I was good for him. His mother loves me and always buys me presents while I am always feeling like I should tell her how sorry I am.","got","deep","into","heavy","drugs","and",0.759999999994761,FALSE
"907","with Christmas dinner and bought all M&S food",NA,NA,"with","christmas","dinner","carol",0.0500000000029104,FALSE
"908","You might be a little irritated and uncomfortable with the way your life appears today, and want more changes.","irritated","and","uncomfortable","with","the","the",0.779999999998836,TRUE
"909","After discovering ""no one"" at any of my doors and turning on porch lights and flood lights......I did become a bit concerned. I figured it was a prank, but there is always a little doubt in your mind that maybe something more sinister is at work. I called my grandson. I asked him if he had been here, by any chance....just clowning around. He said no, why? I told him. He became concerned. Within minutes he and his friends were here checking out my yard and then they retreated to an area where they could watch and sat there for about a half hour, just watching. Nothing was amiss and they didn't even see any gangs of kids. My grandson is grown and his friends are BIG. I was glad they had my back.","on","porch","lights","and","flood","dense",0.779999999998836,FALSE
"910","Most of us never expected to see the day that Liberal Democrats would be sitting round the cabinet table, or putting Liberal Democrat policies into practice, such as taking the poor out of tax, helping disadvantaged schools, setting up an environmental bank, installing fixed term parliaments, protecting the","bank","installing","fixed","term","parliaments","limits",0.779999999998836,FALSE
"911","Hey there ~ I'm back today with a few more pages from my Alaska Project & I sure hope your not getting sick of these pages because I haven't even gotten to the cruise portion of our trip! Today I've got lots of ""bits and pieces"" to show you. The reason I'm calling it that is because I used bits and pieces of journaling blocks, tags, stickers and stamped images on these pages. Once again I've used the Simple Stories Destination kit along with stamps by Unity, Hero Arts, and Technique Tuesday.",NA,"hey","there","","i'm","No prediction for this word list yet",0.0700000000069849,FALSE
"912","Here’s a sample code snippet that demonstrates the use of private key retrieved from the key store for signing:","the","use","of","private","key","wrong",2.25,FALSE
"913","On Saturday the Bulldogs host UNC-Greensboro, which is 2-14 and only has one D-1 victory, that over winless Towson. The Spartans are on their second coach of the campaign, as longtime boss Mike Dement resigned in December. It was inevitable, especially after UNCG’s 22-point loss to North Carolina A&T two weeks before.","mike","dement","resigned","in","december","the",0.729999999995925,FALSE
